Id,Prediction
0,0.9981909649006858
1,0.9999442869343048
2,0.9802156548541386
3,2.3201844150177297e-05
4,0.2661058732933933
5,0.9998434668263966
6,0.012954262831852536
7,0.09330881103722855
8,0.9933212557794009
9,0.9979409222895921
10,0.8648567529395844
11,0.9737313320419069
12,0.0003011929549555501
13,0.017386047642146914
14,0.007392884718537604
15,0.8566162745699343
16,0.9625786779539887
17,0.8882610535393779
18,0.0007487205493168208
19,0.4610498545967511
20,0.0038583155587259966
21,0.14850949787118903
22,0.21007565237591136
23,0.9924779438192737
24,0.0031052894049396983
25,0.28913969951908014
26,0.9005868847071941
27,0.8221050511349962
28,0.011768582896907466
29,0.9998003845456854
30,0.9035991573902152
31,0.9863049284337736
32,0.0035870744020940312
33,0.0324212214631669
34,0.9961601426537733
35,0.06911115905270067
36,0.9996124405995115
37,0.999106202868941
38,0.9988838373078773
39,0.8028862305054894
40,0.9990806747524372
41,0.04633414209994049
42,0.2130569423824611
43,0.034172127401146904
44,0.0005534238480429411
45,0.007283557023721439
46,0.9751564998628054
47,0.9957124902664342
48,0.9781612515593741
49,0.9996059904987207
50,0.9806114526259029
51,0.999445989230202
52,0.9955680911986743
53,0.06820500975470918
54,0.993375115815838
55,0.027422604188638896
56,0.9970395083539575
57,0.8901823623195368
58,0.1733652394120284
59,0.9857528358598567
60,0.0055299126489407125
61,0.005807819465603424
62,0.9622043815126412
63,0.000276374665297991
64,0.9954649806190922
65,0.9988897792892182
66,0.017787818512160092
67,0.1029923107841335
68,0.318014026544931
69,0.005591221681504103
70,0.009065008671803635
71,0.983485935805084
72,0.9674270574135199
73,0.9984705864492586
74,0.9868646581583727
75,0.9783672222207327
76,0.4949519143721674
77,6.185472644897214e-05
78,0.9991872722173682
79,0.8937193266240673
80,0.9583203547948936
81,0.00011211982208913113
82,0.00041302187683724264
83,0.9470515171221836
84,0.997812070504462
85,0.05471996751426375
86,0.999216797610182
87,0.050956070366815355
88,0.9999028089612337
89,0.9999596816472381
90,0.9841908633925452
91,0.0009240465988149801
92,0.0003758659314707452
93,0.9993967257497277
94,0.995198778905302
95,0.9936256111548124
96,0.09434639286105581
97,0.9867840153866029
98,0.004145338600597772
99,0.9845991239668542
100,0.25570793086446786
101,0.9964021993457592
102,0.992204195024334
103,0.32884118734473444
104,0.9557857906590719
105,0.0535024493066643
106,0.029766536858888974
107,0.9997791883387576
108,0.009475026667317445
109,0.9999787403629004
110,0.9993569756658015
111,0.04131724806631207
112,0.9938057850688543
113,0.43322998367161747
114,0.2960628411736734
115,0.06377989368125864
116,0.5611568554201176
117,0.9995681928831733
118,0.7478602908779843
119,0.9527776995863165
120,0.6427294974657762
121,0.9999491490218282
122,0.00040922769634421023
123,0.6121134634446397
124,0.9887972371021141
125,0.04926228003609342
126,0.002395822541113539
127,0.014966355399233819
128,0.9589403205208056
129,0.9959422917242814
130,0.9996107903328363
131,0.001029864713386768
132,0.19205001439786756
133,0.7936931081677764
134,0.002750304849314689
135,0.056368218820015005
136,0.9937007581456294
137,0.014148239083675625
138,0.999222420171107
139,0.9147977512733524
140,0.7961358464827246
141,0.999539772972838
142,0.9944562738006111
143,0.0020409810478321305
144,0.8968212424373928
145,0.04214828432319823
146,0.9958088373216494
147,0.9603605031098954
148,0.051680165396035156
149,0.8331259200855216
150,0.9841448925282983
151,0.004333796471262229
152,0.9739696181610952
153,0.9880563888902466
154,0.9981870962805127
155,0.0013097548723342933
156,0.019520920116226043
157,0.9963747185923301
158,0.9977217411316908
159,0.01150975639451569
160,0.00031051084277831394
161,0.997299952294466
162,0.9998832369528167
163,0.36938063164946355
164,0.530496765935114
165,0.9825110505802945
166,0.060504787489414846
167,0.9993904900260262
168,0.0117928377402547
169,0.8921652051430583
170,0.9937520309565211
171,0.00013590590869436186
172,0.000654540540125009
173,0.9720554850903496
174,0.8710280261643542
175,0.9999529118817708
176,0.9956570770656418
177,0.9841158419578142
178,0.006141153984700979
179,2.329045774409458e-05
180,0.9992150382225244
181,0.994079042737164
182,0.0004998947904641353
183,0.021755293896026498
184,0.25621501522293044
185,0.9165917672575435
186,0.020065083273288393
187,0.9971694212772956
188,0.05652882655812651
189,0.9992539785139286
190,0.6321335785979448
191,0.409351665693216
192,0.7197077607715283
193,0.9986027811916582
194,0.01567266453875318
195,0.0015752849721790475
196,0.03183587456234485
197,0.8277990449314254
198,0.9958315559737312
199,0.4139565305459962
200,0.004551015679166345
201,0.0026407037753004414
202,0.9997195035855961
203,0.015869849966875915
204,0.9993939532208653
205,0.8364051579757398
206,0.21163317558337175
207,0.9882408743965715
208,0.0015089124585008912
209,0.9993784505502455
210,0.02595297476301013
211,0.0009972791092250008
212,0.9987008510589076
213,0.9999780840659354
214,0.2830296133291179
215,0.9960792972750431
216,0.7919542722650543
217,0.7981672310735645
218,0.9378872520645264
219,0.9383127584099732
220,0.817671183206425
221,0.023246564665755517
222,6.733203052478162e-05
223,0.9892557377587189
224,0.843332107231809
225,0.9997699771075477
226,0.9986038767785365
227,0.00842679243270293
228,0.9558553424853873
229,0.44701543838171753
230,0.10464507738111814
231,0.9495675366416493
232,0.01809473796857277
233,0.9811876100790121
234,0.01425582365692144
235,0.3557458611878852
236,0.001019253711981637
237,0.013817572862808826
238,0.18338572657584182
239,0.006192731006437901
240,0.9962666900360574
241,0.7175957407258804
242,0.11913094652691233
243,0.9996648582484865
244,0.9694941884274024
245,0.9923143569246906
246,0.255429542609827
247,0.008507518705770399
248,0.976308029373124
249,0.747357569408359
250,0.003730218254153233
251,0.15133789551185856
252,0.9951147177619601
253,0.9701694198786567
254,0.5150935746276325
255,0.09880903556137215
256,0.010433133258786436
257,0.012867532881635352
258,0.999404305093455
259,0.9861331151422953
260,0.9950592984956977
261,0.1380553728733307
262,0.8023608941253426
263,0.9987417610146299
264,0.00021620844648892397
265,0.12278029549213071
266,0.03283308522994691
267,0.9995536863177751
268,0.0011880144037701395
269,0.08321868671784545
270,0.006119004742188275
271,0.8207817826852961
272,0.9988810966597617
273,0.6845330489794366
274,0.9928777145975979
275,0.9835175014734993
276,0.04901229620517796
277,0.0034253215510529444
278,0.5837218000499071
279,0.9970531388842596
280,0.02581012613029109
281,0.9880318540272528
282,0.8750055935897221
283,0.9957046876368646
284,0.9988336711934328
285,0.999161255190043
286,0.9772875138174847
287,0.9118661603629851
288,0.9901568468512889
289,0.48210617304551234
290,0.9966638415367314
291,0.0005842761137522264
292,0.007355176704829151
293,0.0006267358944645721
294,0.9876060261583961
295,0.0017183840111389568
296,0.996065030652296
297,0.186918993804642
298,0.9836494225775024
299,0.02420586842443851
300,0.1483819057699484
301,0.9689151439508015
302,0.0870144733386212
303,0.9911542720754126
304,0.9991974338472918
305,0.0033773424301072165
306,0.9893687078877397
307,0.0002711132109859607
308,0.0003725702365982771
309,0.5034710081035906
310,0.9989962987785242
311,0.9997336050305964
312,0.22705515624032968
313,0.12421941535130081
314,0.008269879653778366
315,0.9995671968764237
316,0.9998111606404835
317,0.0002492142939321889
318,0.577083009222708
319,0.9939525571978033
320,0.980154119199397
321,0.986119257289551
322,0.0010695651836254896
323,0.000471620391662013
324,0.9092149859580222
325,0.938379186216042
326,0.12129507031932643
327,0.9922538360805561
328,0.9815708635956848
329,0.9994069477951957
330,0.9982277849896424
331,0.9504770064192173
332,0.9960534418342011
333,0.9986382774104163
334,0.017200573083834728
335,0.0012194171357081283
336,0.02470161347823895
337,0.9675061556360913
338,0.6539563668045905
339,0.0003380183792845887
340,0.7276050466317406
341,0.8945031041775281
342,0.996632757059914
343,0.9955492612982372
344,0.3750283076213149
345,0.9376748928693028
346,3.175017541358271e-05
347,0.9959406277119937
348,0.8198770081051845
349,0.9992421919686324
350,0.9398122550921499
351,0.9454619614041189
352,0.9430184707370814
353,0.9994333828092944
354,0.9963545387666431
355,0.02146843816627765
356,0.999710877300054
357,0.0022064321927474724
358,0.0011271180832845892
359,0.004864737950361578
360,0.03170342058626152
361,0.1303230800668071
362,0.999745982456309
363,0.019929633487708837
364,0.9077753134071969
365,0.9973890961051676
366,0.9951191585118713
367,0.7818285448804467
368,0.996157639479398
369,0.001331332859395749
370,0.28788621019830424
371,0.00036587220490973344
372,0.9983137100657885
373,0.01393714283619187
374,0.9875424543380804
375,0.9984715622446109
376,0.05510908974234077
377,0.9817086632343585
378,0.0004133131110604022
379,0.9952733936369929
380,0.938888862270786
381,0.13543248160007487
382,0.14827606305566737
383,0.997987037641236
384,0.9981183758255426
385,0.9457659125700341
386,4.294550134552098e-05
387,0.0005019013797880731
388,0.07177047750931029
389,0.13867825098646774
390,0.9062582371650056
391,0.7525204657093468
392,0.0382903735939314
393,0.14231944563169777
394,0.17517018948910518
395,0.9861817086324757
396,0.0035954818713386577
397,3.944075239253191e-05
398,0.991138604812536
399,0.813221149748125
400,0.9995974433301166
401,0.997486370846839
402,0.993975577311221
403,0.6637797402782675
404,0.06784483532384716
405,0.43708109446275456
406,0.003320878695744941
407,0.792799403736951
408,0.07726765521279776
409,0.9970936658122156
410,0.9998578099334106
411,0.9429356509707244
412,0.012987785457980032
413,0.9845809928742814
414,0.0030245179139653596
415,0.006722175385773539
416,0.004365344546439743
417,0.001305178058926241
418,0.1074934073561939
419,0.5555286390896337
420,0.9999505629800312
421,0.14583076685620516
422,0.6089684821255404
423,0.8499301288776814
424,0.9989378307296596
425,3.958171949255585e-05
426,0.998077989648613
427,0.18537061734153032
428,0.0019447756541937874
429,0.3985356248470984
430,0.9871061964771322
431,0.00021828404896893466
432,0.220826773534283
433,0.9979821062699369
434,4.465290769330886e-05
435,0.0033894670232936645
436,0.9697298399080994
437,0.9995228210548391
438,0.0016431274862257273
439,0.9313773172404257
440,0.9904772022861216
441,0.9689974808260122
442,0.002834437990526612
443,0.0424848414075205
444,0.9980575643243653
445,0.01188675920788418
446,0.9999668461832485
447,0.9999389836025165
448,0.9844467389456745
449,0.09997499918973166
450,0.1110041231052937
451,0.9806432178445665
